Resumen generado por la IA,AI keywords,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Nombre,Entidad,Nueva?,Related 146 Oportunidades,Rollup,Total de nuevas
Premio Teatro José Martín,"Premio de Teatro, recursos culturales, teatro",España,https://www.recursosculturales.com/premio-teatro-jose-martin-recuerda/,,,"December 31, 2024",Yes,,,,Premio de Teatro José Martín Recuerda abre plazo para presentación de obras (España),Premio de Teatro José Martín Recuerda,0,,,
Premio Eloi Gimeno Fotolibro,,,https://www.arteinformado.com/agenda/f/premio-eloi-gimeno-al-mejor-fotolibro-2024-3-edicion-233139,,,,No,,,,Premio Eloi Gimeno al mejor Fotolibro 2024 / 3ª edición,,0,,,
Premio Eurostars Fotografía,,,https://www.eurostarshotels.com/eurostars-malaga/premio-de-fotografia.html,,,"September 28, 2024",No,,,,PREMIO EUROSTARS HOTEL COMPANY DE FOTOGRAFÍA DE MÁ...,,0,,,
Premio Eurostars Fotografía,,,https://www.arteinformado.com/agenda/f/premio-eurostars-hotel-company-de-fotografia-de-malaga-229369,,,,No,,,,Premio Eurostars Hotel Company de Fotografía de Málaga,,0,,,
Premio Franklin Rawson Artes,,,https://hipermedula.org/2024/09/premio-franklin-rawson-a-las-artes-visuales-2024/,,,,No,,,,Premio Franklin Rawson a las Artes Visuales 2024,,0,,,
Premi Fundació Úniques - Swab,,,https://www.arteinformado.com/agenda/f/premio-fundacio-uniques-swab-2024-233515,,,,No,,,,Premio Fundació Úniques - Swab 2024,,0,,,
Premio Fundació Vila Casas,,,https://www.arteinformado.com/agenda/f/premio-fundacio-vila-casas-swab-2024-233502,,,,No,,,,Premio Fundació Vila Casas - Swab 2024,,0,,,
Premio Pintura Joven 2024,,,https://www.fundacionibercaja.es/convocatorias/premio-fundacion-ibercaja-de-pintura-joven-2024/,,,"August 2, 2024",No,,,,Premio Fundación Ibercaja de Pintura Joven 2024,,0,,,
Premio Fundación MACBA,,,https://www.arteinformado.com/agenda/f/premio-fundacion-macba-233723,,,,No,,,,Premio Fundación MACBA,Fundación MACBA,0,,,
Premio Fund. Santander Artes,Artes Visuales,,https://hipermedula.org/2024/08/premio-fundacion-santander-a-las-artes-visuales/,,,"September 30, 2024",No,,,,Premio Fundación Santander a las Artes Visuales,,0,,,
Prémio Fndções,Premio Internacional,Portugal,https://cpf.org.pt/fundacoes/premio-fundacoes/,,,"July 15, 2024",No,,,,Prémio Fundações,,0,,,
Premio Galicia Fotografía 2024,"Arte, Premio Internacional de Fotografía, recursos culturales",España,https://www.recursosculturales.com/premio-galicia-de-fotografia-contemporanea/,,,"September 15, 2024",No,,,,Premio Galicia de Fotografía Contemporánea 2024,,0,,,
Premio IILA-Fotografía,,Italia,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/premio-iila-fotografia-en-italia,IILA-Fotografía en Italia,Artistas,,No,"41.9028, 12.4964",41.9028,12.4964,Premio IILA-Fotografía en Italia,,0,,,
Premio AI,"Artistas, Premio Internacional AI, SFER IK Museion",México,https://www.revistamagenta.com/premio-internacional-ai/,SFER IK Museion,Artistas,"November 17, 2023",No,"41.40338, 2.17403",41.40338,2.17403,Premio Internacional AI,,0,,,
Premio Artez Blai Investigación,"Investigación, Premio Internacional, artes escénicas",España,https://www.recursosculturales.com/premio-internacional-artez-blai-investigacion/,,,"September 30, 2024",No,,,,Premio Internacional Artez Blai de Investigación sobre las Artes Escénicas,,0,,,
Premio cerámica contemporánea,,,https://hipermedula.org/2024/11/premio-internacional-de-ceramica-contemporanea/,,,,No,,,,Premio internacional de cerámica contemporánea,Hipermédula,0,,,
Premio Fotografía Luis V.,fotografía,España,https://www.recursosculturales.com/premio-fotografia-luis-valtuena/,,,"October 4, 2024",No,,,,Premio Internacional de Fotografía Humanitaria Luis Valtueña 2024,,0,,,
Premio Internacional Poesía,"Premio Internacional de Poesía, Premio Literario, recursos culturales",,https://www.recursosculturales.com/premio-poesia-dolors-alberola/,,,"January 15, 2025",Yes,,,,Premio Internacional de Poesía “Dolors Alberola”,Premio Internacional de Poesía “Dolors Alberola”,0,,,
Premio Poesía Joven Santano,,,https://www.recursosculturales.com/premio-internacional-de-poesia-joven-jose-antonio-santano/,,,,No,,,,Premio Internacional de Poesía Joven “José Antonio Santano”,,0,,,
Premio Klasse - Estampa,"Estampa 2024, Premio Internacional, Premio Klasse, Premio de arte digital",,https://www.arteinformado.com/agenda/f/premio-klasse-estampa-2024-233730,,,,No,,,,Premio Klasse - Estampa 2024,Klasse,0,,,
Prémio Florbela Espanca 2024,,,https://www.cm-vilavicosa.pt/eventos/abertura-do-concurso-do-premio-literario-florbela-espanca/,,,,No,,,,Prémio Literário Florbela Espanca 2024 - Ficção - Município de Vila Viçosa,,0,,,
Premio José Luís Peixoto,Premio Literario,,https://www.culturaportugal.gov.pt/pt/criar/apoios/diversos-2024/premio-literario-jose-luis-peixoto/,,,"June 30, 2024",No,,,,"Prémio Literário José Luís Peixoto ",,0,,,
Prémio Literário UCCLA,,,https://www.uccla.pt/premio-literario-uccla,,,,No,,,,Prémio Literário UCCLA | UCCLA,,0,,,
Premio Mango Artista Emergente,,,https://www.arteinformado.com/agenda/f/premio-mango-al-mejor-artista-emergente-swab-2024-233504,,,,No,,,,Premio Mango al mejor artista emergente - Swab 2024,,0,,,
Premio Manos Unidas Fotoperiodismo,,,https://www.arteinformado.com/agenda/f/premio-manos-unidas-de-fotoperiodismo-2024-232943,,,,No,,,,Premio Manos Unidas de Fotoperiodismo 2024,,0,,,
,,,https://www.premiomarioruivo.pt/?fbclid=IwZXh0bgNhZW0CMTAAAR11bO4DaV05LJNJPkUA5MNJJvuT0EGwrB4ber6Ub9f016kFp05UfIXg8jo_aem_AaNVNthfxHAnmHAFeMZTVsA9sjU4aLFVBOjh9zCaSabm9KfjU4doA9yP1QAf6PTuZNpY7X2LsxVw6CUEoKGNArNY,,,,No,,,,"Prémio Mário Ruivo ",,0,,,
Premio Nacional Fotografía 2024,,,https://www.arteinformado.com/agenda/f/premio-nacional-de-fotografia-2024-233513,,,,No,,,,Premio Nacional de Fotografía 2024,,0,,,
Premio PAM Artista Mujer 2024,Becas para artistas mujeres,Chile,https://hipermedula.org/2024/07/premio-pam-artista-mujer-2024/,,,"September 25, 2024",No,,,,Premio PAM Artista Mujer 2024,,0,,,
Premio Peabody 2024 - Música,Música,Argentina,https://www.recursosculturales.com/premio-peabody/,,,"September 1, 2024",No,,,,"Premio Peabody a las Artes abre su convocatoria 2024, con temática música",,0,,,
Premio Peabody Diseño Argentino,,,https://www.recursosculturales.com/premio-peabody-al-diseno-argentino-mas-alla-del-presente-diseno-el-futuro-proximo/,,,,No,,,,"Premio Peabody al Diseño Argentino: “Más allá del Presente, Diseño el futuro próximo”",,0,,,
Premio Poético Jaime Gil,"Convocatoria Premio Poético Jaime Gil de Biedma, Premio Internacional",España,https://www.recursosculturales.com/premio-de-poesia-jaime-gil-de-biedma/,,,"October 31, 2024",No,,,,Premio Poético Internacional Jaime Gil de Biedma y Alba abre su convocatoria 2024,,0,,,
Premio Primavera Novela 2025,,,https://www.recursosculturales.com/premio-primavera-de-novela/,,,,No,,,,Premio Primavera de Novela 2025 convocado por Espasa y Ámbito Cultural,,0,,,
Premio Princesa Asturias,"Premio Internacional, Premio Internacional AI, Premio Literario",España,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/premio-princesa-de-asturias-en,,Revisar,"March 6, 2025",Yes,,,,Premio Princesa de Asturias en España,Premio Princesa de Asturias,1,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
Premio SM Lit Inf El Barco 2024,Premio SM de Literatura Infantil,España,https://www.recursosculturales.com/premio-sm-de-literatura-infantil-el-barco-de-vapor/,,,"September 1, 2024",No,,,,Premio SM de Literatura Infantil El Barco de Vapor 2024,,0,,,
Prêmio Territórios Tomie Ohtake,Artistas,Brasil,https://amlatina.contemporaryand.com/es/opportunities/premio-territorios-tomie-ohtake/,,,"July 26, 2024",No,,,,Prêmio Territórios Tomie Ohtake,,0,,,
,,,https://premiosmaisanorte.pt/,,,,No,,,,Prémios Mais a Norte,,0,,,
Premios Mallorca Fotografía 2024,,,https://web.conselldemallorca.es/es/destacado,,,"August 9, 2024",No,,,,Premios Mallorca de Fotografía Contemporánea 2024,,0,,,
Premios Max Artes Escénicas,,,https://www.recursosculturales.com/premios-max/,,,,No,,,,Premios Max de las Artes Escénicas abre convocatoria 2025 (España),Premios Max,0,,,
Premios Pilar Juncosa 2024,Educación Artística,España,https://www.recursosculturales.com/premios-becas-pilar-juncosa/,,,"July 31, 2024",No,,,,"Premios y Becas Pilar Juncosa 2024 para edición, formación y proyectos de educación artística",,0,,,
Premis Arnau de Palomar 2024,,,https://www.arteinformado.com/agenda/f/premis-arnau-de-palomar-2024-arts-plstiques-231721,,,,No,,,,Premis Arnau de Palomar 2024: Arts plàstiques,,0,,,
Formación Arte Ciencia y Tecnología 2024,,,https://es.artealdia.com/Convocatorias/PRESENTE-CONTINUO-CONVOCATORIA-2024-DEL-PROGRAMA-DE-FORMACION-DE-ARTE-CIENCIA-Y-TECNOLOGIA,,,,No,,,,PRESENTE CONTINUO CONVOCATORIA 2024 DEL PROGRAMA DE FORMACION DE ARTE CIENCIA Y TECNOLOGIA,,0,,,
Préstamos para teatro,Préstamos para proyectos teatrales,Argentina,https://www.recursosculturales.com/prestamos-actividad-teatral-fna-int/,,,"December 20, 2024",Yes,,,,Préstamos para proyectos teatrales INT-FNA (Argentina),FNA,0,,,
Preus Museum Open Call 2024,Arte contemporáneo,,https://site.picter.com/preus-museum-open-call-24,,,"July 1, 2024",No,,,,Preus Museum Open Call 2024,,0,,,
1er Bienal Internacional Grabados,,,https://www.lalcudia.com/web/index.php?option=com_content&view=article&id=1228:i-biennal-de-gravat-manuel-boix&catid=106&Itemid=1100,,,"October 2, 2024",No,,,,PRIMER BIENAL INTERNACIONAL DE GRABADOS “MANUEL BO...,,0,,,
,,,https://contemprints.org/artist-in-residence-program/residency-application/,,,"October 3, 2024",No,,,,Printmaking Artist-In-Residence Program,,0,,,
,,,https://printmakingbarcelona.com/residencias/,,,"September 2, 2024",No,,,,Printmaking Barcelona Residency Program,,0,,,
Printmkg Rsdncy,"oportunidad para artistas, programa de residencia, residencia de artistas",México,https://www.arquetopia.org/printmaking-residency,,,,No,,,,Printmaking Residency Program,,0,,,
,,,https://www.dgartes.gov.pt/pt/ebalcao/112,,,,No,,,,Procuro Apoio | DGARTES,,0,,,
,,,,,,,No,,,,Production and research residency program in the P...,,0,,,
Ancestralidades 2024 - Medio Ambiente y Raza,,,https://amlatina.contemporaryand.com/es/opportunities/programa-ancestralidades-de-valorizacao-a-pesquisa-2024-meio-ambiente-e-raca/,,,,No,,,,Programa Ancestralidades de valorização à pesquisa 2024 – meio ambiente e raça,,0,,,
,,,https://www.dgartes.gov.pt/pt/apoio/7176,,,,No,,,,Programa de Apoio em Parceria - Arte e Periferias Urbanas | DGARTES,,0,,,
Fundación Alex Brown,,,https://es.artealdia.com/Convocatorias/PROGRAMA-DE-ARTISTAS-RESIDENTES-DE-LA-FUNDACION-ALEX-BROWN,,,,No,,,,PROGRAMA DE ARTISTAS RESIDENTES DE LA FUNDACION ALEX BROWN,,0,,,
Becas Complemento Directo -> Compl. Directo,,,https://hipermedula.org/2024/07/programa-de-becas-complemento-directo/,,,,No,,,,Programa de Becas Complemento Directo,,0,,,
Inst. Smithsonian SAAM,"Becas de investigación, recursos culturales",EEUU,https://www.recursosculturales.com/becas-instituto-smithsonian/,,,"October 15, 2024",No,,,,Programa de Becas de investigación del Instituto Smithsonian en SAAM,,0,,,
OEA en Brasil,"Becas de OEA, Programa de becas",Brasil,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/programa-de-becas-de-oea-en-brasil,OEA (Organización de los Estados Americanos),No especifica,,No,"-14.2350, -51.9253",-14.2350,-51.9253,Programa de Becas de OEA en Brasil,,0,,,
OEA en Chile,"Becas de OEA, Chile, Programa de becas",Chile,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/programa-de-becas-de-oea-en-chile,OEA (Organización de los Estados Americanos),No especifica,,No,"-33.44889, -70.66926",-33.44889,-70.66926,Programa de Becas de OEA en Chile,,0,,,
LABA 2025,,,https://www.arteinformado.com/agenda/f/programa-de-becas-laba-2025-234003,,,,No,,,,Programa de becas LABA 2025,LABA,0,,,
Circulación Internacional de Obras de Teatro,"Circulación de Obras Teatrales, Instituto Nacional del Teatro, Teatro Internacional",Múltiples destinos,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/programa-de-circulacion,,,,No,,,,Programa de circulación internacional de obras de teatro del Instituto Nacional del Teatro,,0,,,
Cursos ITEC en India,,India,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-itec-para-profesionales-del-sector-publico-en,ITEC (Indian Technical and Economic Cooperation),No especifica,,No,"28.6139, 77.2090.",28.6139,77.2090.,Programa de cursos ITEC en India,,0,,,
Financiamiento parcial de estadías en el exterior,"Becas de Intercambio, Becas de Maestría, Becas de doctorado",Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/programa-de-financiamiento-parcial-de-estadias-en,CONICET,Posgrado,"December 1, 2023",No,"-34.6037, -58.3816",-34.6037,-58.3816,Programa de financiamiento parcial de estadías en el exterior para becarios e investigadores de CONICET,,0,,,
Promoción Música Argentina,,Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-argentina/fomento-internacional-inamu,Inamu,Artistas,"January 31, 2024",No,"-34.6037, -58.3816",-34.6037,-58.3816,Programa de Fomento Internacional para la Promoción de la Música Argentina en el mundo,,0,,,
Investigación artística,"Investigación, Programa de investigación artística, Residencias Artísticas",España,https://hipermedula.org/2024/07/programa-de-investigacion-artistica/,,,"September 2, 2024",No,,,,Programa de investigación artística,,0,,,
Mov. Acad. MARCA LatAm,"Becas De Grado, Becas de posgrado, Becas externas",América Latina y el Caribe,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/cemic-marca-latinoamerica,Programa de Movilidad Académica MARCA en América Latina,"Grado, Posgrado",,No,The latitude and longitude coordinates for the capital city of a country in Latin America and the Caribbean are not specified in the given document.,The latitude and longitude coordinates for the capital city of a country in Latin America and the Caribbean are not specified in the given document.,The latitude and longitude coordinates for the capital city of a country in Latin America and the Caribbean are not specified in the given document.,Programa de Movilidad Académica MARCA en América Latina,Programa de Movilidad Académica MARCA en América Latina,0,,,
Pasantías 2024-2025,"Hipermedula, Pasantías 2024-2025, Programa de Pasantías",,https://hipermedula.org/2024/06/programa-de-pasantias-2024-2025/,,,"June 30, 2024",No,,,,Programa de Pasantías 2024-2025,,0,,,
Pasantías BID EE.UU.,"Artistas, Becas de Intercambio, Becas de Maestría, Becas de doctorado, Premio Internacional, Premio Internacional AI, Residencia para artistas, SFER IK Museion, Universidad de Lingnan, oportunidad para artistas, programa de residencia",Estados Unidos de América,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/programa-de-pasantias-del-banco-interamericano-de,Banco Interamericano de Desarrollo,No especifica,,No,"38.90719, -77.03791.",38.90719,-77.03791.,Programa de pasantías del Banco Interamericano de Desarrollo en Estados Unidos,,0,,,
FARSA CONTEMPOR...,"Residencia para artistas, oportunidad para artistas, programa de residencia",,https://docs.google.com/document/d/1UIzHLRBS7V7xWMeN9gZslhWVxsVngRWIZYcaEvPP0G4/edit,,,"July 1, 2024",No,,,,PROGRAMA DE RESIDENCIA ARTÍSTICA  “FARSA CONTEMPOR...,,0,,,
Fundación SOM y MAK Center,,,https://es.artealdia.com/Convocatorias/PROGRAMA-DE-RESIDENCIA-PARA-INVESTIGADORES-DE-LA-FUNDACION-SOM-Y-EL-MAK-CENTER,,,,No,,,,PROGRAMA DE RESIDENCIA PARA INVESTIGADORES DE LA FUNDACION SOM Y EL MAK CENTER,,0,,,
ENTNAE artes escénicas,,,https://www.recursosculturales.com/residencias-entnae/,,,,No,,,,Programa de residencias artísticas ENTNAE para artes escénicas,ENTNAE,0,,,
Artísticas Int. 2024,,,https://centrodearte.fmjj.org/,,,"August 31, 2024",No,,,,Programa de Residencias Artísticas Internacionales,,0,,,
Proyecto´ace,Residencia para artistas,Argentina,https://www.recursosculturales.com/proyecto-ace-residencias/,,,"July 31, 2024",No,,,,Programa de residencias artísticas Proyecto´ace,,0,,,
Artistas,"Residencia para artistas, oportunidad para artistas, programa de residencia",Argentina,https://www.revistamagenta.com/programa-de-residencias-para-artistas/,,,"July 24, 2024",No,,,,Programa de Residencias para Artistas,,0,,,
Studiotopia talentos emergentes,"Programa de residencias, talentos emergentes",,https://www.recursosculturales.com/programa-residencias-studiotopia/,,,"October 31, 2024",No,,,,Programa de residencias Studiotopia para talentos emergentes de las artes y las ciencias,,0,,,
Escala Estudiantil para estudiantes de grado,"Becas De Grado, Programa Escala Estudiantil",América Latina y el Caribe,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-de-grado-del-programa-escala-estudiantil-para,Programa Escala Estudiantil,Grado,,No,"-34.6037, -58.3816",-34.6037,-58.3816,Programa Escala Estudiantil para estudiantes de grado en América Latina,,0,,,
Fderal Ed. Ind.,recursos culturales,Argentina,https://www.recursosculturales.com/programa-federal-editoriales-independientes/,,,"November 11, 2024",Yes,,,,Programa Federal de Apoyo a Editoriales Independientes,,0,,,
"Lisboa, Cultura e Media",,,https://egeac.pt/programa-lisboa-cultura-e-media/,,,,No,,,,"Programa Lisboa, Cultura e Media - Candidaturas até 31 de outubro - EGEAC Lisboa Cultura.",EGEAC,0,,,
Artistas 16-23 años,"oportunidad para artistas, programa de residencia, residencia de artistas",España,https://app.datarte.art/convocatorias/apoyo-artistas-barcelona-2024,,,"November 10, 2024",No,,,,Programa para artistas de 16 a 23 años,,0,,,
PICE movilidad 2025,"Acción Cultural Española 2025, PICE 2025, Programa de movilidad cultural",,https://www.recursosculturales.com/programa-internacionalizacion-cultura-pice/,,,"January 7, 2025",Yes,,,,Programa PICE de movilidad – Acción Cultural Española 2025,Acción Cultural Española,0,,,
Posgrado OEA,"Becas Académicas de Posgrado de OEA, OEA, Programa Regular de OEA",OEA,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/programa-regular-de-becas-academicas-de-posgrado-de,OEA (Organización de los Estados Americanos),Posgrado,,No,"-34.9192, -56.1709",-34.9192,-56.1709,Programa Regular de Becas Académicas de Posgrado de OEA,,0,,,
Eurodoc Project Submission,Festival de Cine,Múltiples Países,https://project-submissions.festicine.fr/en/annual-training,,,"December 1, 2024",Yes,,,,Project submission | Eurodoc,Eurodoc,0,,,
Propuestas Vegap 2024,"Premio Internacional, Residencia para artistas, oportunidad para artistas",España,https://www.arteinformado.com/agenda/f/propuestas-vegap-2024-xxviii-convocatoria-de-ayudas-a-la-creacion-visual-232885,,,"October 28, 2024",No,,,,Propuestas Vegap 2024. XXVIII Convocatoria de Ayudas a la Creación Visual,,0,,,
Escultura Cali 2024,"Cali 2024, proyecto escultórico",Colombia,https://app.datarte.art/convocatorias/convocatorias-escultura-artistas-cali-2024,,,"November 29, 2024",Yes,,,,Proyecto escultórico en Cali,Datarte,0,,,
P. Palimpsesto: Pintura Mural,,,https://www.proyectoace.org/residencias/pintura-mural/,,,"August 2, 2024",No,,,,Proyecto Palimpsesto: Residencia de Pintura Mural,,0,,,
Proyector Fest 2025,"Proyector Festival, convocatoria para artistas, recursos culturales",,https://www.recursosculturales.com/proyector-festival/,,,,No,,,,Proyector Festival 2025 abre convocatoria para artistas,Proyector Festival,0,,,
Proyectos internacionales CONICET - Países múltiples,"CONICET, Posgrado, Proyectos internacionales",Múltiples destinos,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/proyectos-de-cooperacion-internacional-de-conicet,CONICET (Consejo Nacional de Investigaciones Científicas y Técnicas),Posgrado,"December 1, 2023",No,"-34.6037, -58.3816",-34.6037,-58.3816,Proyectos de cooperación internacional de CONICET con diversos países,,0,,,
Publicá en Sisma danza,videodanzas,,https://www.recursosculturales.com/sisma-danza/,,,"December 7, 2024",Yes,,,,"Publicá en Sisma danza y territorio. Textos, imágenes, videodanzas",Sisma,0,,,
Premio Puchi: cómic e ilustración,"Premio Internacional, convocatoria, recursos culturales",España,https://www.recursosculturales.com/puchi-award/,,,"November 27, 2024",Yes,,,,Puchi Award convoca proyectos de cómic y álbum ilustrado,Puchi Award,0,,,
Pump House 2025-26 Gallery,"Open Call, convocatoria de artistas, llamado a artistas",EEUU,https://www.thepumphouse.org/applicant-exhibition-requirements/,,,"January 31, 2025",Yes,,,,Pump House 2025-2026 Gallery Season Call to Artist...,Pump House,0,,,
Poniendo el pie,,,https://www.wcanh.org/exhibitions/calls-for-entry/,,,"September 3, 2024",No,,,,Putting My Foot Down,,0,,,
Quatro. IV Muestra colectiva,exposición colectiva,España,https://www.arteinformado.com/agenda/f/quatro-iv-muestra-colectiva-de-creadores-de-castilla-la-mancha-232387,,,"November 8, 2024",No,,,,Quatro. IV Muestra colectiva de creadores de Castilla-La Mancha,,0,,,
,,,https://amlatina.contemporaryand.com/es/opportunities/23912/,,,,No,,,,R.A.R.O. Bogotá,,0,,,
Raymond James Gasparilla Fest,,,https://gasparillaarts.com/application-rules/,,,"September 9, 2024",No,,,,Raymond James Gasparilla Festival of the Arts,,0,,,
RE:POP 2024,Arte contemporáneo,Estados Unidos,https://www.sidestreetstudioarts.org/es/callsforart,,,"July 15, 2024",No,,,,RE:POP 2024,,0,,,
Reartealidad,,,https://www.arteinformado.com/agenda/f/reartealidad-la-realidad-de-nuestra-tierra-contada-por-artistas-en-un-mapa-virtual-234685,,,,No,,,,"Reartealidad, la realidad de nuestra tierra contada por artistas en un mapa virtual",Artistas,0,Total (https://www.notion.so/Total-1519dd874b3a8033a633f021cec697ce?pvs=21),,1
,,,https://www.revistamagenta.com/recursos-para-emprendedores/,,,,No,,,,Recursos para emprendedores,,0,,,
,,,https://drive.google.com/file/d/1rsYPTTXujoWV7JB16wlN5GZl0zhhTrss/view,,,,No,,,,RedeMore_open call #strictlyworkinprogress_EN+PT.pdf,,0,,,
Voz - Poder da palavra,,,https://opoderdapalavra.pt/regulamento/,,,,No,,,,Regulamento - Voz - O Poder da palavra |,,0,,,
,,,"https://passaportelisboa.com/regulation/#:~:text=A%209%C2%AA%20Edi%C3%A7%C3%A3o%20do%20Passaporte,conhecer%20casting%20directors%2C%20reconhecidos%20internacionalmente.",,,,No,,,,Regulamento – Passaporte,,0,,,
,,,https://drive.google.com/file/d/1iAUGl_wo1pOl5HyCqdfgjBBNeGE_Mowi/view,,,,No,,,,REGULAMENTO 2024_ REGULATION_BOLSAS NO TEATRO DA VOZ.pdf,,0,,,
,,,https://cloud.cm-sintra.pt/s/dng9LcyQCwfdTKJ,,,,No,,,,Regulamento Premio MJFontainhas.pdf,,0,,,
,,,https://drive.google.com/file/d/1FcmKDZi8jBe3v1P0h1m2wndvWix0hmRf/view,,,,No,,,,Regulamento_Y EMERGENTES OPEN CALL 2024.pdf,,0,,,
RENASCENCE II – Art Emergente,"Arte Emergente, Nuevas Artes, exposición de arte",EEUU,https://www.slowart.com/prospectus/rena.htm,,,"November 12, 2024",Yes,,,,RENASCENCE II – New and Emerging Art,SlowArt,0,,,
"La casita del Lago, Lago hermoso, Neuquén, Argentina",,,https://www.recursosculturales.com/residencia-la-casita-del-lago/,,,,No,,,,"Residencia “La casita del Lago” en Lago hermoso, Neuquén, Argentina",,0,,,
Residencia Artística en España -> Res. Artística España,,,https://www.revistamagenta.com/residencia-artistica-en-espana/,,,,No,,,,Residencia artística en España,,0,,,
,,,https://www.bandadas.com/convocation/4d0b8322-40fa-406e-829c-6460035b0ebd/apply,,,,No,,,,"Residencia artística en La Nave, Escobar",,0,,,
"La Nave, Escobar (Proyecto PAC)",,,https://www.bandadas.com/_next/static/css/5640123233af3713.css,,,,No,,,,"Residencia artística en La Nave, Escobar La Nave (Proyecto PAC)",,0,,,
Snowapple Wilderness 2025,,,https://www.arteinformado.com/agenda/f/residencia-artistica-snowapple-wilderness-2025-232242,,,,No,,,,Residencia Artística Snowapple - Wilderness 2025,,0,,,
Ballena 3º Ed.,,,https://hipermedula.org/2024/08/residencia-ballena-3o-edicion/,,,,No,,,,Residencia Ballena 3º EDICIÓN,,0,,,
B-MURALS 2024,,,https://app.datarte.art/convocatorias/b-murals-residencia-2024,,,"August 30, 2024",No,,,,Residencia con B-MURALS,,0,,,
Artistas,Residencia para artistas,Argentina,https://www.revistamagenta.com/residencia-de-artistas/,,,"August 1, 2024",No,,,,Residencia de Artistas,,0,,,
Escritores Malba 2025,residencia de artistas,,https://www.recursosculturales.com/residencia-de-escritores-malba/,,Destacar,"December 13, 2024",No,,,,Residencia de Escritores Malba (REM) abre su convocatoria 2025,Resid. de Escritores Malba (REM),0,,,
Fotografía lens-based en Méx,"fotografía lens-based, residencia de artistas, residencia de fotografía",México,https://app.datarte.art/convocatorias/residencia-fotografia-lensbased-mexico-2024,,,"October 31, 2024",No,,,,Residencia de fotografía y lens-baseden México,,0,,,
Prod. y exhib. MANIFESTA 15,,,https://www.arteinformado.com/agenda/f/residencia-de-produccion-y-exhibicion-en-el-contexto-de-manifesta-15-en-barcelona-231547,,,,No,,,,Residencia de producción y exhibición en el contexto de MANIFESTA 15 en Barcelona,,0,,,
"Arequipa, Perú",Becas de residencia,Perú,https://app.datarte.art/convocatorias/residencia-peru,,,"November 11, 2024",Yes,,,,"Residencia en Arequipa, Perú",,0,,,
Residencia Argentina 2024,,,https://app.datarte.art/convocatorias/residencia-argentina-2024,,,,No,,,,Residencia en Argentina,,0,,,
Barranquilla 2024,Residencia para artistas,,https://app.datarte.art/convocatorias/residencia-barranquilla-2024,,,"September 12, 2024",No,,,,Residencia en Barranquilla,,0,,,
"Berlín, Alemania",Artistas,,https://app.datarte.art/convocatorias/flusslab_berlin,,,"June 16, 2024",No,,,,"Residencia en Berlín, Alemania",,0,,,
Convocatoria Bogotá 2024,Artistas,,https://app.datarte.art/convocatorias/residencia-creativa-bogota-2024,,,"June 30, 2024",No,,,,"Residencia en Bogotá, Colombia",,0,,,
Arte en Buenos Aires,"Residencia para artistas, Residencias Artísticas, oportunidad para artistas",,https://app.datarte.art/convocatorias/residencia-arte-buenos-aires-oct,,,"August 31, 2024",No,,,,Residencia en Buenos Aires,,0,,,
,,,https://app.datarte.art/convocatorias/residencia-arte-ciudad-de-mexico-2025,,,,No,,,,Residencia en CDMX,,0,,,
CosmLab,"Convocatorias, Cosmica Lab, Residencia en la Amazonía Peruana",Perú,https://app.datarte.art/convocatorias/cosmica-lab-318,,,"July 15, 2024",No,,,,Residencia en la Amazonía Peruana,,0,,,
Creadora Migrante,Residencia para artistas,España,https://app.datarte.art/convocatorias/espacio-amazonas-creadora-migrante,,,"December 30, 2024",Yes,,,,"Residencia en Madrid: ""Creadora Migrante""",Creadora Migrante,0,,,
Residencia Epecuen - Argentina,,,https://www.revistamagenta.com/residencia-epecuen-3/,,,,No,,,,Residencia Epecuen,,0,,,
,,,https://hipermedula.org/2024/07/residencia-epecuen-2/,,,,No,,,,Residencia Epecuén,,0,,,
Epecuén,,,https://www.recursosculturales.com/residencia-epecuen/,,,,No,,,,Residencia Epecuén / Prácticas Artísticas en Territorio,,0,,,
EPECUÉN Site-Specif.,,,https://residenciaepecuen.com.ar/residencia-epecuen/,,,"August 3, 2024",No,,,,RESIDENCIA EPECUÉN Site-Specific Program,,0,,,
